,Unnamed: 0,eventid,iyear,imonth,iday,approxdate,extended,resolution,country,country_txt,region,region_txt,provstate,city,latitude,longitude,specificity,vicinity,location,summary,crit1,crit2,crit3,doubtterr,alternative,alternative_txt,multiple,success,suicide,attacktype1,attacktype1_txt,attacktype2,attacktype2_txt,attacktype3,attacktype3_txt,targtype1,targtype1_txt,targsubtype1,targsubtype1_txt,corp1,target1,natlty1,natlty1_txt,targtype2,targtype2_txt,targsubtype2,targsubtype2_txt,corp2,target2,natlty2,natlty2_txt,targtype3,targtype3_txt,targsubtype3,targsubtype3_txt,corp3,target3,natlty3,natlty3_txt,gname,gsubname,gname2,gsubname2,gname3,gsubname3,motive,guncertain1,guncertain2,guncertain3,nperps,nperpcap,claimed,claimmode,claimmode_txt,claim2,claimmode2,claimmode2_txt,claim3,claimmode3,claimmode3_txt,compclaim,weaptype1,weaptype1_txt,weapsubtype1,weapsubtype1_txt,weaptype2,weaptype2_txt,weapsubtype2,weapsubtype2_txt,weaptype3,weaptype3_txt,weapsubtype3,weapsubtype3_txt,weaptype4,weaptype4_txt,weapsubtype4,weapsubtype4_txt,weapdetail,nkill,nkillus,nkillter,nwound,nwoundus,nwoundte,property,propextent,propextent_txt,propvalue,propcomment,ishostkid,nhostkid,nhostkidus,nhours,ndays,divert,kidhijcountry,ransom,ransomamt,ransomamtus,ransompaid,ransompaidus,ransomnote,hostkidoutcome,hostkidoutcome_txt,nreleased,addnotes,scite1,scite2,scite3,dbsource,INT_LOG,INT_IDEO,INT_MISC,INT_ANY,related
2894,25609,200303070007,2003,3,7,,0,,4,Afghanistan,6,South Asia,Kabul,Kabul,34.533056,69.166111,1.0,0,,"03/07/2003: An Afghan interpreter was killed and a Dutch U.N. peacekeeper wounded when an unknown perpetrator detonated an improvised explosive device as their vehicle passed while on patrol in Kabul, Afghanistan.",1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,4,Military,37.0,NATO,International Assistance Security Force (IASF),"IASF employees in Kabul, Afghanistan",422.0,International,7.0,Government (Diplomatic),47.0,"International Organization (peacekeeper, aid agency, compound)",United Nations,UN peacekeeper and Afghan interpreter,422.0,International,,,,,,,,,Unknown,,,,,,Unknown,0.0,,,,0.0,0.0,,,,,,,,,,6,Explosives/Bombs/Dynamite,12.0,Remote Trigger,,,,,,,,,,,,,A remote-controlled improvised explosive device was used in the attack.,1.0,0.0,0.0,1.0,0.0,0.0,-9,,,,,0.0,,,,,,,,,,,,,,,,,"""Afghanistan – Car-Bomb Explosion Injures Dutch ISAF Soldier in Kabul,” Agence France Presse, March 7, 2003.","Todd Pitman, “Peacekeepers: Kabul Blast Set by Remote,” Associated Press, March 9, 2003.","“Fatal Explosion in Kabul Confirmed as Attack on IASF,” Xinhua News Agency, March 9, 2003.",CETIS,-9,-9,1,1,
2897,25621,200303100003,2003,3,10,,0,,4,Afghanistan,6,South Asia,Kandahar,Kandahar,31.617667,65.675942,1.0,1,This incident occurred This incident occurred on a road close to Kandahar,"03/10/2003: A car bomb exploded This incident occurred on a road near Kandahar, Afghanistan, killing three tribal councilors and injuring five. Authorities blamed the Taliban and Al-Qa`ida for the attack.",1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,14,Private Citizens & Property,77.0,Laborer (General)/Occupation Identified,Afghan tribal councilors,"Afghan tribal councilors in Kandahar, Afghanistan",4.0,Afghanistan,,,,,,,,,,,,,,,,,Al-Qa`ida,,Taliban,,Hizb-I-Islami,,Unknown,1.0,1.0,1.0,,0.0,0.0,,,0.0,,,0.0,,,,6,Explosives/Bombs/Dynamite,12.0,Remote Trigger,,,,,,,,,,,,,,3.0,0.0,0.0,5.0,0.0,0.0,1,3.0,Minor (likely < $1 million),,The bomb destroyed the vehicle.,0.0,,,,,,,,,,,,,,,,,"""Three Killed in Bomb Blast in Southern Afghanistan,” Agence France Presse, March 11, 2003.","“Three Killed in Kandahar Car Bomb,” Radio Afghanistan, March 11, 2003.","Noor Khan, “Afghan Tribal Leader Accuses Taliban of Waging Guerilla War,” Associated Press, March 11, 2003.",CETIS,0,1,0,1,
2900,25630,200303110006,2003,3,11,,0,,4,Afghanistan,6,South Asia,Helmand,Lashkar Gah,31.583056,64.369167,1.0,0,,"03/11/2003: Two rockets fired by unknown assailants hit two houses near the home of the governor in Lashkar Gah, Afghanistan, injuring no one. A spokesman for the government said the perpetrators missed their target of the governor's house.",1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,2,Government (General),18.0,"Government Personnel (excluding police, military)",Afghan Governor,"Governor of Helmand Province, Afghanistan",4.0,Afghanistan,,,,,,,,,,,,,,,,,Unknown,,,,,,Unknown,0.0,,,,0.0,0.0,,,,,,,,,,6,Explosives/Bombs/Dynamite,11.0,"Projectile (rockets, mortars, RPGs, etc.)",,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,Minor (likely < $1 million),,"The rockets hit two houses, but the extent of the damage is indeterminable.",0.0,,,,,,,,,,,,,,,,,"""Rockets Hit Houses Near Governor’s House in Southwest Afghanistan,” Associated Press, March 11, 2003.","“No Casualties in Missile Attack on Afghan Governor – Iran Radio,” Voice of the Islamic Republic of Iran, March 13, 2003.",,CETIS,-9,-9,0,-9,
2902,25633,200303110009,2003,3,11,,0,,4,Afghanistan,6,South Asia,Kunar,Asadabad,34.874167,71.152778,1.0,1,About 30 miles northeast of Asadabad,03/11/2003: An Afghan soldier was killed and a U.S. soldier and an Afghan interpreter were injured after their vehicle ran over a landmine in the Kunar Province of Afghanistan.,1,1,1,1,1.0,Insurgency/Guerilla Action,0,1,0,3,Bombing/Explosion,,,,,4,Military,37.0,NATO,Coalition Special Operations forces,"Coalition Special Operations forces in Kunar Province, Afghanistan",217.0,United States,4.0,Military,34.0,"Military Personnel (soldiers, troops, officers, forces)",Coalition Special Operations forces,Afghan soldier and Afghan interpreter,4.0,Afghanistan,,,,,,,,,Unknown,,,,,,Unknown,0.0,,,,0.0,0.0,,,,,,,,,,6,Explosives/Bombs/Dynamite,8.0,Land Mine,,,,,,,,,,,,,,1.0,0.0,0.0,2.0,1.0,0.0,1,3.0,Minor (likely < $1 million),,The explosion damaged the vehicle that drove over it.,0.0,,,,,,,,,,,,,,,,,"“US Soldier Injured By Landmine in Eastern Afghanistan,” Agence France Presse, March 12, 2003.",,,CETIS,-9,-9,1,1,
2903,25642,200303120006,2003,3,12,,0,,4,Afghanistan,6,South Asia,Kandahar,Kandahar,31.617667,65.675942,1.0,0,,"03/12/2003: Police arrested two unidentified people that were caught planting explosives outside of the U.S. foreign aid agency, Mercy Corps, in Kandahar, Afghanistan.",1,1,1,0,,,0,0,0,3,Bombing/Explosion,,,,,12,NGO,62.0,International NGO,Mercy Corps,"Mercy Corps in Kandahar, Afghanistan",217.0,United States,,,,,,,,,,,,,,,,,Unknown,,,,,,Unknown,0.0,,,2.0,2.0,0.0,,,,,,,,,,6,Explosives/Bombs/Dynamite,16.0,Unknown Explosive Type,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,0.0,,,,,,,,,,,,,,,,,"“Two Arrested in Plot to Bomb Aid Agency in Southern Afghanistan,” Agence France Presse, March 12, 2003.",,,CETIS,-9,-9,1,1,
2904,25644,200303130001,2003,3,13,,0,,4,Afghanistan,6,South Asia,Kandahar,Kandahar,31.617667,65.675942,1.0,0,,"03/13/2003: A bomb exploded This incident occurred on a road that was undergoing repairs in Kandahar, Afghanistan, causing no injuries or damage. No one claimed responsibility, but police blamed Al-Qa`ida and the Taliban.",1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,19,Transportation,104.0,Highway/Road/Toll/Traffic Signal,Agfhan Roadway Infrastructure,"Road in Kandahar, Afghanistan",4.0,Afghanistan,,,,,,,,,,,,,,,,,Al-Qa`ida,,Taliban,,Hizb-I-Islami,,Unknown,1.0,1.0,1.0,,0.0,0.0,,,0.0,,,0.0,,,,6,Explosives/Bombs/Dynamite,14.0,Time Fuse,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,0.0,,,,,,,,,,,,,,,,,"“Afghanistan: Bomb Explodes in Kandahar, No Casualties,” Radio Afghanistan, March 13, 2003.","“Explosion Rattles Southern Afghan City of Kandahar, No Casualties,” Associated Press, March 13, 2003.",,CETIS,0,1,0,1,
2906,25650,200303140002,2003,3,14,,0,,4,Afghanistan,6,South Asia,Helmand,Lashkar Gah,31.583056,64.369167,1.0,0,,"03/14/2003: A bomb exploded outside of a mosque in Lashkar Gah, Afghanistan, injuring three people as more gathered to worship. There was no claim of responsibility, but authorities blamed that Taliban.",1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,15,Religious Figures/Institutions,86.0,Place of Worship,Afghan mosque,Afghan mosque in Lashkar Gah,4.0,Afghanistan,,,,,,,,,,,,,,,,,Taliban,,,,,,Unknown,1.0,,,,0.0,0.0,,,,,,,,,,6,Explosives/Bombs/Dynamite,12.0,Remote Trigger,,,,,,,,,,,,,,0.0,0.0,0.0,3.0,0.0,0.0,0,,,,,0.0,,,,,,,,,,,,,,,,,"""Bomb Explosion Outside Mosque in Southern Afghanistan Wounds Three People,” Associated Press, March 14, 2003.","“Four Injured in Bomb Blast at Afghan Mosque in Southwest – Iran Radio,” Voice of the Islamic Republic of Iran, March 15, 2003.",,CETIS,0,0,0,0,
2907,25652,200303140004,2003,3,14,,0,,4,Afghanistan,6,South Asia,Nangarhar,Jalalabad,34.434166999999995,70.447778,1.0,1,This attack occurred This incident occurred on a road between Jalalabad and the Tora Bora region,"03/14/2003: A landmine exploded This incident occurred on a road between Jalalabad and the Tora Bora region in Afghanistan, moments after a convoy of five vehicles carrying journalists from the British Broadcasting Corporation (BBC) passed. No one was injured and it was unclear if the BBC was the intended target. Police arrested nine men in connection with the blast.",1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,10,Journalists & Media,53.0,Newspaper Journalist/Staff/Facility,British Broadcasting Corporation (BBC),"BBC convoy traveling from the Tora Bora region to Jalalabad, Afghanistan",216.0,Great Britain,,,,,,,,,,,,,,,,,Unknown,,,,,,Unknown,0.0,,,,0.0,0.0,,,,,,,,,,6,Explosives/Bombs/Dynamite,8.0,Land Mine,,,,,,,,,,,,,A roadside mine was used in the attack.,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,0.0,,,,,,,,,,,,,,,,,"“Iranian Radio Links Bomb Explosion in Eastern Afghanistan to Taliban, Al-Qa’ida,” Voice of the Islamic Republic of Iran, March 15, 2003.","Janullah Hashimzada, “Land Mine Explodes Minutes after BBC Convoy Passes, No One Injured,” Associated Press, March 14, 2003.","“Land Mine Explodes Just After BBC Convoy Passes,"" Sun Media Corporation, March 14, 2003.",CETIS,-9,-9,1,1,
2908,25658,200303150002,2003,3,15,,0,,4,Afghanistan,6,South Asia,Nangarhar,Jalalabad,34.434166999999995,70.447778,1.0,0,,"03/15/2003: A bomb exploded at the governor's home in Jalalabad, Afghanistan, shattering windows and damaging the southern wall, but injuring no one. Police suspected Al-Qa`ida and the Taliban.",1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,2,Government (General),18.0,"Government Personnel (excluding police, military)",Afghan Governor,"Governor in Jalalabad, Afghanistan",4.0,Afghanistan,,,,,,,,,,,,,,,,,Al-Qa`ida,,Taliban,,,,Unknown,1.0,1.0,,,0.0,0.0,,,0.0,,,,,,,6,Explosives/Bombs/Dynamite,16.0,Unknown Explosive Type,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,Minor (likely < $1 million),,The explosion shattered windows and damaged the southern wall of the house.,0.0,,,,,,,,,,,,,,,,,"“Bomb Explodes at Governor’s House in Eastern Afghanistan, No Casualties,” Associated Press, March 15, 2003.","“Bomb Explodes at Home of Afghan Official,” Associated Press, March 18, 2003.",,CETIS,0,1,0,1,
2911,25676,200303180004,2003,3,18,,0,,4,Afghanistan,6,South Asia,Khost,Khost,33.336728,69.923834,1.0,1,,"03/18/2003: Unknown perpetrators fired rockets at Salerno Base in Khost, Afghanistan, causing no damage or injuries. Italy had taken over control of the base from the United States on Saturday.",1,1,1,1,1.0,Insurgency/Guerilla Action,0,1,0,3,Bombing/Explosion,,,,,4,Military,37.0,NATO,North Atlantic Treaty Organization (NATO): International Security Assistance Force (ISAF),Salerno Base,422.0,International,,,,,,,,,,,,,,,,,Unknown,,,,,,Unknown,0.0,,,,,0.0,,,,,,,,,,6,Explosives/Bombs/Dynamite,11.0,"Projectile (rockets, mortars, RPGs, etc.)",,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,0.0,,,,,,,,,,,,,,,,,"“Italian Army Base in Khost Province Attacked 18 Mar,” Voice of the Islamic Republic of Iran, March 18, 2003.","“Italians Inflict First Casualty After Attack on Afghan Base,” Agence France Presse, March 19, 2003.",,CETIS,-9,-9,1,1,
2913,25679,200303180007,2003,3,18,,0,,4,Afghanistan,6,South Asia,Nangarhar,Jalalabad,34.434166999999995,70.447778,1.0,0,,"03/18/2003: A bomb exploded at the home of senior government official Malik Mohammed Nazeer in Jalalabad, Afghanistan, causing no injuries, but slightly damaging his house. Bombs were planted on the roof of Nazeer's home and police defused at least one other bomb before it exploded. Authorities suspected al-Qa`ida and the Taliban.",1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,2,Government (General),18.0,"Government Personnel (excluding police, military)",Afghan bureaucrat,Malik Mohammed Nazeer,4.0,Afghanistan,,,,,,,,,,,,,,,,,Al-Qa`ida,,Taliban,,,,Unknown,1.0,1.0,,,0.0,0.0,,,0.0,,,,,,,6,Explosives/Bombs/Dynamite,16.0,Unknown Explosive Type,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,Minor (likely < $1 million),,The explosion slightly damaged Nazeer's home and shattered windows of nearby homes.,0.0,,,,,,,,,,,,,,,,,"“Afghans Officials Visits Scene of Bomb Blast in Eastern City,” Radio Nangarhar, March 19, 2003.","“Bomb Explodes at Home of Afghan Official,” Associated Press, March 18, 2003.",,CETIS,0,1,0,1,
2914,25688,200303200003,2003,3,20,,0,,4,Afghanistan,6,South Asia,Kandahar,Kandahar,31.617667,65.675942,1.0,0,,"03/20/2003: A bomb, hidden in a drainage ditch, exploded in Kandahar, Afghanistan, injuring no one. Police found and defused a second bomb, blaming al-Qa`ida and the Taliban for both bombs.",1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,14,Private Citizens & Property,67.0,Unnamed Civilian/Unspecified,Civilians,"Civilians in Kandahar, Afghanistan",4.0,Afghanistan,9.0,Food or Water Supply,52.0,Water Supply,,"Drainage ditch in Kandahar, Afghanistan",4.0,Afghanistan,,,,,,,,,Al-Qa`ida,,Taliban,,,,Unknown,1.0,1.0,,,0.0,0.0,,,0.0,,,,,,,6,Explosives/Bombs/Dynamite,16.0,Unknown Explosive Type,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,0.0,,,,,,,,,,,,,,,,,"“Bomb Explodes in Southern Kandahar, Another Found and Defused: Police,” Associated Press, March 20, 2003.","Zaffar Abbas, “US Forces Target Taliban Massing Near Kandahar: Gunships Back 1,000 Soldiers in Assault on Caves,” The Guardian, March 21, 2003.",,CETIS,0,1,0,1,
2917,25699,200303220003,2003,3,22,,0,,4,Afghanistan,6,South Asia,Balkh,Mazari Sharif district,36.7,67.116667,3.0,0,,"03/22/2003: Two rockets were fired from the Ghor-i-Maar area at an airport in Mazari Sharif, Afghanistan, injuring no one. It was unclear if the airport was damaged. Four supporters of warlord Gulbuddin Hekmatyar were arrested for the attack, which the Afghan military said was to disrupt celebrations for Afghanistan's March 21 new year.",1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,6,Airports & Aircraft,44.0,Airport,Afghan airport,"Airport in Mazari Sharif, Afghanistan",4.0,Afghanistan,,,,,,,,,,,,,,,,,Hizb-I-Islami,,,,,,Afghan military said the attack was to disrupt celebrations for Afghanistan's March 21 new year.,0.0,,,,0.0,0.0,,,,,,,,,,6,Explosives/Bombs/Dynamite,11.0,"Projectile (rockets, mortars, RPGs, etc.)",,,,,,,,,,,,,Two rockets were fired.,0.0,0.0,0.0,0.0,0.0,0.0,-9,,,,Sources conflicted+CX182 on whether the rockets damaged the airport.,0.0,,,,,,,,,,,,,,,,Gulbuddin Hekmatyar was the leader of political party Hizb-e Islami.,"“Mazar-e Sharif Airport Comes Under Rocket Attack,” Hindokosh, March 22, 2003.","“Four Arrested for Rocket Attack on Afghan Airport,” Agence France Presse, March 23, 2003.","“Northern Afghan Official Accuses Hekmatyar of Failed Rocket Attacks,” Balkh TV, March 24, 2003.",CETIS,0,0,0,0,
2918,25700,200303220004,2003,3,22,,0,,4,Afghanistan,6,South Asia,Kandahar,Spin Boldak,31.008056,66.39805600000001,1.0,1,This attack occurred about 15-20 miles from Spin Boldak.,"03/22/2003: Three Afghan soldiers were killed and at least one more injured in an attack on the Wath army post near Spin Boldak, Afghanistan. Members of the Taliban, Al-Qa`ida and Hizb-e-Islami were suspected in the attack, but no one claimed responsibility.",1,1,1,1,1.0,Insurgency/Guerilla Action,0,1,0,2,Armed Assault,,,,,4,Military,27.0,Military Barracks/Base/Headquarters/Checkpost,Afghan National Army (ANA),Wath Army Post,4.0,Afghanistan,,,,,,,,,,,,,,,,,Taliban,,Al-Qa`ida,,Hizb-I-Islami,,Unknown,1.0,1.0,1.0,,0.0,0.0,,,0.0,,,0.0,,,,5,Firearms,5.0,Unknown Gun Type,,,,,,,,,,,,,,3.0,0.0,0.0,1.0,0.0,0.0,0,,,,,0.0,,,,,,,,,,,,,,,,,"“Al-Qa’ida Kill Three Afghan Troops in South,” Voice of the Islamic Republic of Iran, March 23, 2003.","“Three Soldiers Killed in Rebel Raid in Southern Afghanistan,” Agence France Presse, March 22, 2003.","“Three Afghan Army Soldiers Dead in Suspected Taliban, Hizb-e-Islami Attack, Official Says,” Associated Press, March 22, 2003.",CETIS,0,1,0,1,
2920,25723,200303250003,2003,3,25,,0,,4,Afghanistan,6,South Asia,Paktia,Shakin,32.526124,69.256501,1.0,0,,"03/25/2003: Anti-American rebels fired eleven rockets at a U.S. military base in Shkin, Afghanistan, causing no injuries or damage after the rockets landed away from the base. Authorities said Taliban and other anti-American rebels had promised to increase attacks in response to a U.S. led invasion of Iraq.",1,1,1,1,1.0,Insurgency/Guerilla Action,0,1,0,3,Bombing/Explosion,,,,,4,Military,27.0,Military Barracks/Base/Headquarters/Checkpost,North Atlantic Treaty Organization (NATO): International Security Assistance Force (ISAF),United States military base,422.0,International,,,,,,,,,,,,,,,,,Other,,,,,,Authorities said Taliban and other anti-American rebels had promised to increase attacks in response to a U.S. led invasion of Iraq.,0.0,,,,0.0,0.0,,,,,,,,,,6,Explosives/Bombs/Dynamite,11.0,"Projectile (rockets, mortars, RPGs, etc.)",,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,0.0,,,,,,,,,,,,,,,,,"Jamey Keaten, “Rebels Fire 14 Rockets at U.S. bases in Afghanistan, Injuring No One,” Associated Press, March 26, 2003.","Carlotta Gall, “U.S. Bases Hit in Afghanistan; 2nd Major Attack Since Beginning of War in Iraq,” International Herald Tribune, March 27, 2003.",,CETIS,-9,-9,1,1,
2921,25724,200303250004,2003,3,25,,0,,4,Afghanistan,6,South Asia,Khost,Khost,33.331806,69.951693,1.0,0,,"03/25/2003: Unknown perpetrators fired a rocket at the coalition-controlled airport in Khost, Afghanistan, causing no injuries or damage.",1,1,1,1,1.0,Insurgency/Guerilla Action,0,1,0,3,Bombing/Explosion,,,,,4,Military,37.0,NATO,North Atlantic Treaty Organization (NATO): International Security Assistance Force (ISAF),Air base,422.0,International,,,,,,,,,,,,,,,,,Unknown,,,,,,Unknown,0.0,,,,0.0,0.0,,,,,,,,,,6,Explosives/Bombs/Dynamite,11.0,"Projectile (rockets, mortars, RPGs, etc.)",,,,,,,,,,,,,A rocket was used in the attack,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,0.0,,,,,,,,,,,,,,,,,"“Rocket Fired Toward Coalition Base in Eastern Afghanistan,” Associated Press, March 25, 2003.",,,CETIS,-9,-9,1,1,
2922,25729,200303260004,2003,3,26,,0,,4,Afghanistan,6,South Asia,Kandahar,Kandahar,31.617667,65.675942,1.0,0,,"03/26/2003: A bomb blew up a tank carrying fuel en route to a U.S. military base in Kandahar, Afghanistan. No one was injured and Afghan authorities blamed the Taliban or loyalists of Afghan warlord Gulbuddin Hekmatyar.",1,1,1,1,1.0,Insurgency/Guerilla Action,0,1,0,3,Bombing/Explosion,,,,,4,Military,37.0,NATO,North Atlantic Treaty Organization (NATO): International Security Assistance Force (ISAF),Fuel tanker,422.0,International,,,,,,,,,,,,,,,,,Taliban,,Hizb-I-Islami,,,,Unknown,1.0,1.0,,,0.0,0.0,,,0.0,,,,,,,6,Explosives/Bombs/Dynamite,16.0,Unknown Explosive Type,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,Minor (likely < $1 million),,The fuel tanker was destroyed.,0.0,,,,,,,,,,,,,,,,Loyalists of Afghan warlord Gulbuddin Hekmatyar were also named as possible perpetrators.,"Noor Khan, “Suspected Terrorist Blast Burns Pakistani Oil Truck Near U.S. Base in Afghanistan,” Associated Press, March 27, 2003.",,,CETIS,0,1,1,1,
2924,25731,200303260006,2003,3,26,,0,,4,Afghanistan,6,South Asia,Paktia,Gardez,33.6,69.216944,1.0,0,,"03/26/2003: Anti-American rebels fired three rockets at the U.S. military base in Gardez, Afghanistan, causing no injuries or damage after the rockets landed away from the base. Authorities said Taliban and other anti-American rebels had promised to increase attacks in response to a U.S. led invasion of Iraq.",1,1,1,1,1.0,Insurgency/Guerilla Action,0,1,0,3,Bombing/Explosion,,,,,4,Military,37.0,NATO,North Atlantic Treaty Organization (NATO): International Security Assistance Force (ISAF),United States base,422.0,International,,,,,,,,,,,,,,,,,Other,,,,,,Authorities said Taliban and other anti-American rebels had promised to increase attacks in response to a U.S. led invasion of Iraq.,0.0,,,,0.0,0.0,,,,,,,,,,6,Explosives/Bombs/Dynamite,11.0,"Projectile (rockets, mortars, RPGs, etc.)",,,,,,,,,,,,,Three rockets were used in the attack.,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,0.0,,,,,,,,,,,,,,,,,"“Afghan Rebels Fire Rockets on US Military Base in Paktia Province,” Voice of the Islamic Republic of Iran, March 27, 2003.","Jamey Keaten, “Rebels Fire 14 Rockets at U.S. bases in Afghanistan, Injuring No One,” Associated Press, March 26, 2003.","Carlotta Gall, “U.S. Bases Hit in Afghanistan; 2nd Major Attack Since Beginning of War in Iraq,” International Herald Tribune, March 27, 2003.",CETIS,-9,-9,1,1,
2929,25752,200303290003,2003,3,29,,0,,4,Afghanistan,6,South Asia,Nangarhar,Jalalabad,34.434166999999995,70.447778,1.0,0,,"03/29/2003: Rockets were fired at the U.S. military base at the airport in Jalalabad, Afghanistan, injuring no one, but causing damage to the runway and nearby facilities of the Afghan Army. In separate pamphlets found in Jalalabad, Saif-ul-Muslimeen and Lashkar-e-Fidayan-e-Islam claimed responsibility for the attack, adding that it was aimed at the Americans.",1,1,1,1,1.0,Insurgency/Guerilla Action,0,1,0,3,Bombing/Explosion,,,,,4,Military,37.0,NATO,North Atlantic Treaty Organization (NATO): International Security Assistance Force (ISAF),United States soldiers,422.0,International,,,,,,,,,,,,,,,,,Saif-ul-Muslimeen,,Lashkar-e-Fidayan-e-Islam,,,,Unknown,0.0,0.0,,,0.0,1.0,9.0,Other,1.0,9.0,Other,,,,-9.0,6,Explosives/Bombs/Dynamite,11.0,"Projectile (rockets, mortars, RPGs, etc.)",,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,Minor (likely < $1 million),,"A rocket damaged the wall of the army facility and shattered windows, while another rocket made a small crater in the runway at the airport.",0.0,,,,,,,,,,,,,,,,"Two groups, Saif al-Mujahedeen al-Islam and Lashkar-e-Fidayan-e-Islam, claimed responsibility for the attacks in separate pamphlets found in Jalalabad,.","“Jalalabad Airport Comes Under Missile Attack,” Radio Afghanistan, March 30, 2003.","“Two Rockets Fired at Jalalabad Airport,” Afghan Islamic Press, March 30, 2003.","Janullah Hashimzada, “Suspected Taliban Fighters Fire Rockets at Afghan Air Base, Military Division,” Associated Press, March 30, 2003.",CETIS,0,1,1,1,
2930,25757,200303300002,2003,3,30,,0,,4,Afghanistan,6,South Asia,Kabul,Kabul,34.533056,69.166111,1.0,0,,"03/30/2003: Extremists linked to Afghan warlord Gulbuddin Hekmatyar were suspected of firing a rocket at the headquarters of the International Security Assistance Force (ISAF), slightly damaging the compound. The perpetrators fired another rocket into the Pul-e-Charkhi area. There were no injuries reported in either related attack.",1,1,1,0,,,1,1,0,3,Bombing/Explosion,,,,,4,Military,37.0,NATO,North Atlantic Treaty Organization (NATO): International Security Assistance Force (ISAF),Headquarters,422.0,International,,,,,,,,,,,,,,,,,Hizb-I-Islami,,,,,,Unknown,1.0,,,,0.0,0.0,,,,,,,,,,6,Explosives/Bombs/Dynamite,11.0,"Projectile (rockets, mortars, RPGs, etc.)",,,,,,,,,,,,,A 122 mm rocket was used in the attack.,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,Minor (likely < $1 million),,The rocket slightly damaged the ISAF compound.,0.0,,,,,,,,,,,,,,,,,"“ISAF Compound Hit in Kabul Rocket Attack, No Casualties Reported,” Agence France Presse, March 30, 2003.","Amir Shah, “Rocket Hits Peacekeepers HQ in Kabul,” Associated Press, March 30, 2003.","“Hekmatyar Suspected of Role in Attack on Peacekeepers in Afghanistan,” Agence France Presse, March 31, 2003.",CETIS,0,1,1,1,200303300006
2931,25761,200303300006,2003,3,30,,0,,4,Afghanistan,6,South Asia,Kabul,Kabul,34.533056,69.166111,1.0,0,,"03/30/2003: Extremists linked to Afghan warlord Gulbuddin Hekmatyar were suspected of firing a rocket into the Pul-e-Charkhi area in Kabul, Afghanistan. The perpetrators fired another rocket at the headquarters of the International Security Assistance Force (ISAF), slightly damaging the compound. There were no injuries reported in either related attack.",1,1,1,0,,,1,1,0,3,Bombing/Explosion,,,,,20,Unknown,,,Unknown,"Unspecified target in the Pul-e-Charkhi area in Kabul, Afghanistan",4.0,Afghanistan,,,,,,,,,,,,,,,,,Hizb-I-Islami,,,,,,Unknown,1.0,,,,0.0,0.0,,,,,,,,,,6,Explosives/Bombs/Dynamite,11.0,"Projectile (rockets, mortars, RPGs, etc.)",,,,,,,,,,,,,A 122 mm rocket was used in the attack.,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,0.0,,,,,,,,,,,,,,,,,"“ISAF Compound Hit in Kabul Rocket Attack, No Casualties Reported,” Agence France Presse, March 30, 2003.","Amir Shah, “Rocket Hits Peacekeepers HQ in Kabul,” Associated Press, March 30, 2003.","“Hekmatyar Suspected of Role in Attack on Peacekeepers in Afghanistan,” Agence France Presse, March 31, 2003.",CETIS,0,0,0,0,200303300002
