,Unnamed: 0,eventid,iyear,imonth,iday,approxdate,extended,resolution,country,country_txt,region,region_txt,provstate,city,latitude,longitude,specificity,vicinity,location,summary,crit1,crit2,crit3,doubtterr,alternative,alternative_txt,multiple,success,suicide,attacktype1,attacktype1_txt,attacktype2,attacktype2_txt,attacktype3,attacktype3_txt,targtype1,targtype1_txt,targsubtype1,targsubtype1_txt,corp1,target1,natlty1,natlty1_txt,targtype2,targtype2_txt,targsubtype2,targsubtype2_txt,corp2,target2,natlty2,natlty2_txt,targtype3,targtype3_txt,targsubtype3,targsubtype3_txt,corp3,target3,natlty3,natlty3_txt,gname,gsubname,gname2,gsubname2,gname3,gsubname3,motive,guncertain1,guncertain2,guncertain3,nperps,nperpcap,claimed,claimmode,claimmode_txt,claim2,claimmode2,claimmode2_txt,claim3,claimmode3,claimmode3_txt,compclaim,weaptype1,weaptype1_txt,weapsubtype1,weapsubtype1_txt,weaptype2,weaptype2_txt,weapsubtype2,weapsubtype2_txt,weaptype3,weaptype3_txt,weapsubtype3,weapsubtype3_txt,weaptype4,weaptype4_txt,weapsubtype4,weapsubtype4_txt,weapdetail,nkill,nkillus,nkillter,nwound,nwoundus,nwoundte,property,propextent,propextent_txt,propvalue,propcomment,ishostkid,nhostkid,nhostkidus,nhours,ndays,divert,kidhijcountry,ransom,ransomamt,ransomamtus,ransompaid,ransompaidus,ransomnote,hostkidoutcome,hostkidoutcome_txt,nreleased,addnotes,scite1,scite2,scite3,dbsource,INT_LOG,INT_IDEO,INT_MISC,INT_ANY,related
3551,27666,200412220001,2004,12,21,,0,,95,Iraq,10,Middle East & North Africa,Nineveh,Mosul,36.34,43.13,1.0,0,,"12/21/2004: Ansar al-Sunna bombed a mess hall at Forward Operating Base Marez (a.k.a., Camp Ghizlani) near Mosul, Iraq during lunchtime. The attack killed 22  and wounded 66, including 15 American soldiers as well as two Iraqi soldiers and at least five civilian contractors emplolyed by Halliburton. Ansar al-Sunna claimed responsibility for the attack in statement posted to a website. The perpetrators indicated it was a suicide attack, however this claim was not verified and United States military officials report that a 122mm rocket was fired into the tent.",1,1,1,1,1.0,Insurgency/Guerilla Action,0,1,0,3,Bombing/Explosion,,,,,4,Military,33.0,Army,Multi-National Force – Iraq (MNF-I),"FOB Marez (a.k.a., Camp Ghizlani)",217.0,United States,4.0,Military,,,Iraqi Army,Soldiers,95.0,Iraq,1.0,Business,,,Halliburton,Contractors,217.0,United States,Ansar al-Sunna,,,,,,Unknown,0.0,,,1.0,0.0,1.0,7.0,"Posted to website, blog, etc.",,,,,,,-9.0,6,Explosives/Bombs/Dynamite,11.0,"Projectile (rockets, mortars, RPGs, etc.)",,,,,,,,,,,,,122mm rocket,22.0,20.0,0.0,66.0,57.0,0.0,1,3.0,Minor (likely < $1 million),,There was damage to the mess hall.,0.0,,,,,,,,,,,,,,,,,"Edmund Sanders, ""Attack on U.S. base kills 22 at mess tent / Mosul bombing one of deadliest against Americans since war began,"" Los Angeles Times, December 22, 2004.","Bill Nichols and Dave Moniz, ""Suicide bomber blamed in blast,"" USA TODAY, December 23, 2004","Bryan Bender, ""Deadly blast at Army base…"" Boston Globe, December 22, 2004",CETIS,0,1,1,1,
3552,27671,200412240004,2004,12,24,,0,,95,Iraq,10,Middle East & North Africa,Baghdad,Baghdad,33.314654,44.347298,1.0,0,,"12/24/2004: An unknown group exploded a fuel tanker in the Mansour neighborhood of Baghdad, Iraq. Twelve were killed and 15 were injured.",1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,21,Utilities,108.0,Oil,Fuel Tanker,,95.0,Iraq,14.0,Private Citizens & Property,67.0,Unnamed Civilian/Unspecified,,,95.0,Iraq,,,,,,,,,Unknown,,,,,,Unknown,0.0,,,,0.0,0.0,,,,,,,,,,6,Explosives/Bombs/Dynamite,16.0,Unknown Explosive Type,,,,,,,,,,,,,,12.0,,,15.0,,,1,3.0,Minor (likely < $1 million),,Damage to vehicle and surrounding structures,0.0,,,,,,,,,,,,,,,,,"""Fuel tanker explodes in Baghdad, 12 people killed,"" Xinhua General News Service, December 24, 2004",,,CETIS,-9,-9,0,-9,
3553,27674,200412260001,2004,12,26,,0,,95,Iraq,10,Middle East & North Africa,Baghdad,Baghdad,33.330131,44.335617,1.0,0,,"12/26/2004: In a failed attempt to ram a fuel tanker into the Jordanian Embassy in Baghdad, Iraq, unknown perpetrators instead got stuck in the defensive concrete blocks of the Embassy and destroyed a house across the street. Nine people were killed in the attack, including the two perpetrators.",1,1,1,0,,,0,1,1,3,Bombing/Explosion,,,,,7,Government (Diplomatic),46.0,Embassy/Consulate,Jordanian Ministry of Foreign Affairs,Jordanian Embassy in Baghdad,102.0,Jordan,,,,,,,,,,,,,,,,,Unknown,,,,,,Unknown,0.0,,,1.0,0.0,0.0,,,,,,,,,,6,Explosives/Bombs/Dynamite,15.0,Vehicle,,,,,,,,,,,,,,9.0,0.0,2.0,0.0,0.0,0.0,1,3.0,Minor (likely < $1 million),,The home was destroyed.,0.0,,,,,,,,,,,,,,,,The Embassy was not damaged in the attack.,"""Bomb wipes out family,"" Herald Sun (Melbourne, Australia), December 27, 2004.","""Nine die in attack on Baghdad Embassy,"" China Daily, December 27, 2004.",,CETIS,-9,-9,1,1,
3554,27677,200412270003,2004,12,27,,0,,95,Iraq,10,Middle East & North Africa,Baghdad,Baghdad,33.3,44.4,1.0,0,,"12/27/2004: An unknown perpetrator group set off a bomb in Baghdad, Iraq outside the headquarters of a Shiite Moslem political party. Thirteen were killed and 66 were injured.",1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,22,Violent Political Party,110.0,Party Office/Facility,Supreme Council for the Islamic Revolution in Iraq (SCIRI),Offices,95.0,Iraq,,,,,,,,,,,,,,,,,Unknown,,,,,,Undermine political party/elections,0.0,,,,0.0,0.0,,,,,,,,,,6,Explosives/Bombs/Dynamite,15.0,Vehicle,,,,,,,,,,,,,,13.0,0.0,,66.0,0.0,,1,4.0,Unknown,,There was damage to 60+ vehicles.,0.0,,,,,,,,,,,,,,,,,"“Six killed in attack on Iraqi Shiite party,” Deutsche Presse-Agentur, December 27, 2004.","""Attack on Iraqi Shiite leader kills 13 as Sunni party boycotts vote,"" Agence France Presse, December 27, 2007","""Suicide bomber kills 13 in attack against Iraqi Shiite leader,"" Agence France Presse, December 27, 2004",CETIS,-9,-9,0,-9,
3555,27679,200412280001,2004,12,28,,0,,95,Iraq,10,Middle East & North Africa,Baghdad,Baghdad,33.3,44.4,1.0,0,,"12/28/2004: An unknown group attacked the home of Shiite leader Abdul Aziz al-Hakim in Baghdad, Iraq. There were 15 fatalities and 48 injuries. The target, al-Hakim was unharmed.",1,1,1,0,,,0,1,1,3,Bombing/Explosion,,,,,2,Government (General),15.0,Politician or Political Party Movement/Meeting/Rally,Political Party,Abdul Aziz al-Hakim,95.0,Iraq,14.0,Private Citizens & Property,,,residents,,95.0,Iraq,,,,,,,,,Unknown,,,,,,Kill local political party leader,0.0,,,1.0,0.0,0.0,,,,,,,,,,6,Explosives/Bombs/Dynamite,15.0,Vehicle,,,,,,,,,,,,,,15.0,0.0,,48.0,0.0,,1,3.0,Minor (likely < $1 million),,Damage to surrounding vehicles and homes,0.0,,,,,,,,,,,,,,,,,"Jim Muir, ""Suicide Attack on Shi'a chief as Iraq poll tensions rise,"" The Daily Telegraph (London) December 28, 2004","Awadh Al-Taee and John Reed, ""Shia HQ bombed as Sunni party snubs poll,"" The Financial Times (London), December 28, 2004",,CETIS,-9,-9,0,-9,
3556,27682,200412290003,2004,12,29,,0,,95,Iraq,10,Middle East & North Africa,Baghdad,Baghdad,33.3,44.4,1.0,0,,"12/29/2004: An unknown perpetrator group detonated a bomb in a residence in Baghdad, Iraq. There were twenty-nine fatalities and eighteen injured police and civilians.",1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,14,Private Citizens & Property,76.0,House/Apartment/Residence,Civilians,"Civilian residence in Baghdad, Iraq",95.0,Iraq,,,,,,,,,,,,,,,,,Unknown,,,,,,Kill police,0.0,,,,0.0,0.0,,,,,,,,,,6,Explosives/Bombs/Dynamite,12.0,Remote Trigger,,,,,,,,,,,,,,29.0,0.0,0.0,18.0,0.0,0.0,1,3.0,Minor (likely < $1 million),,Seven houses collapsed.,0.0,,,,,,,,,,,,,,,,,"Dusan Stojanovic, "" Insurgent trap kills 29 and injures 18,"" The Advertiser, December 30, 2004","Jim Muir, ""Police lured into death trap,' The Daily Telegraph (London), December 30, 2004","""Explosion in house kills 28 in Baghdad: Mystery over blast that left 10 investigating police officers dead,"" The Guardian (London) December 30, 2004",CETIS,-9,-9,0,-9,
3557,27684,200412300002,2004,12,29,,0,,95,Iraq,10,Middle East & North Africa,Nineveh,Mosul,36.34,43.13,1.0,0,,"12/30/2004:An unknown perpetrator group attacked a U.S. military base in Mosul, Iraq with RPGs and a car bomb. There was one U.S. military fatality and 15 injured troops. There were also twenty-five perpetrator fatalities.",1,1,1,1,1.0,Insurgency/Guerilla Action,0,1,0,3,Bombing/Explosion,7.0,Facility/Infrastructure Attack,,,4,Military,27.0,Military Barracks/Base/Headquarters/Checkpost,Multi-National Force – Iraq (MNF-I),"U.S. military base in Mosul, Iraq",217.0,United States,,,,,,,,,,,,,,,,,Unknown,,,,,,To attack the U.S. military base.,0.0,,,,0.0,0.0,,,,,,,,,,6,Explosives/Bombs/Dynamite,15.0,Vehicle,6.0,Explosives/Bombs/Dynamite,11.0,"Projectile (rockets, mortars, RPGs, etc.)",,,,,,,,,Car bomb and rocket-propelled grenades were used,26.0,1.0,25.0,15.0,15.0,,1,2.0,Major (likely > $1 million but < $1 billion),,There was damage to U.S. military base.,0.0,,,,,,,,,,,,,,,,,"Richard Oppel Jr. and Khalid Al-Ansary, ""25 Insurgents are Killed Trying to Overrun US Outpost in Mosul,"" New York Times, December 30, 2004","Slobodan Lekic, ""Guerrillas carry out coordinated assault, ambush on US post in Mosul, battle kills 25 gunmen, one America,"" Associated Press, December, 30, 2004","Maher, Al-Thanoon, ""US troops attacked in Mosul; Close air support repels fierce assault; huge nighttime blast in Baghdad kills 28,"" The Globe and Mail (Canada) December, 30, 2004",CETIS,-9,-9,1,1,
3558,27685,200412310001,2004,12,31,,0,,95,Iraq,10,Middle East & North Africa,Babil,Siniyah,32.503611,44.313056,2.0,0,,"12/31/2004: An unknown perpetrator attacked Iraqi National Guard members in a suicide car bombing in Al-Siniyah, Iraq. Seven Iraqi National Guardsmen were killed in the incident.",1,1,0,1,1.0,Insurgency/Guerilla Action,0,1,1,3,Bombing/Explosion,,,,,4,Military,29.0,Military Unit/Patrol/Convoy,Iraqi National Guard,Iraqi National Guard convoy,95.0,Iraq,,,,,,,,,,,,,,,,,Unknown,,,,,,Unknown,0.0,,,1.0,0.0,0.0,,,,,,,,,,6,Explosives/Bombs/Dynamite,15.0,Vehicle,,,,,,,,,,,,,,7.0,0.0,1.0,,0.0,0.0,1,3.0,Minor (likely < $1 million),,Damage occurred to nearby vehicles.,0.0,,,,,,,,,,,,,,,,,"""Iraq: Car Bomb Targets National Guard Convoy; Casualties Reported,"" BBC Monitoring International Reports, December 31, 2004.","""Suicide Bomber Kills Seven in…"" Saudi Press Agency, December 31, 2004.",,CETIS,-9,-9,0,-9,
3559,27686,200501010001,2005,1,1,,0,,95,Iraq,10,Middle East & North Africa,Baghdad,Baghdad,33.308144,44.39391,1.0,0,,"01/01/2005: A suicide bomber killed four people employed with the security firms Kroll Inc. and Bearing Point after ramming his vehicle into theirs in Baghdad, Iraq. The bomb exploded near Baghdad’s green zone killing three British workers and an American. The bomber was targeting a US manned checkpoint near the green zone. No group claimed responsibility for the bombing.",1,1,1,1,1.0,Insurgency/Guerilla Action,0,1,1,3,Bombing/Explosion,,,,,4,Military,34.0,"Military Personnel (soldiers, troops, officers, forces)",Multi-National Force – Iraq (MNF-I),US Military personnel stationed in Baghdad's green zone,217.0,United States,14.0,Private Citizens & Property,71.0,Race/Ethnicity Identified,Civilians,American and British workers in Baghdad,999.0,Multinational,1.0,Business,,,Kroll Inc.,British and American employees of Kroll Inc. in Baghdad,999.0,Multinational,Unknown,,,,,,Unknown,0.0,,,1.0,0.0,0.0,,,,,,,,,,6,Explosives/Bombs/Dynamite,15.0,Vehicle,,,,,,,,,,,,,The bomb consisted of a vehicle that was carrying explosive materials.,5.0,1.0,1.0,,,0.0,1,3.0,Minor (likely < $1 million),-99.0,At least two cars were destroyed in the attack.,0.0,,,,,,,,,,,,,,,,,"British Security Guards Killed in Suicide Attack,” Global News Wire, January 5, 2005.","""Four Americans Killed in Baghdad Car Blast,” British Broadcasting Corporation, January 3, 2005.","""Three British Civilians Killed in Attacks in Iraq,” British Broadcasting Corporation, January 3, 2005.",CETIS,-9,-9,1,1,
3561,27698,200501020002,2005,1,2,,0,,95,Iraq,10,Middle East & North Africa,Kirkuk,Taza Khurmatu,35.29915,44.327279,1.0,1,Near the town of Taza south of Kirkuk,"01/02/2005: A suicide bomber attacked a US military convoy traveling on a road near the town of Taza, Iraq. The attacker had detonated the bomb from inside a vehicle. US authorities did not reveal casualty information to the press. No group claimed responsibility for the bombing.",1,1,1,1,1.0,Insurgency/Guerilla Action,0,1,1,3,Bombing/Explosion,,,,,4,Military,29.0,Military Unit/Patrol/Convoy,Multi-National Force – Iraq (MNF-I),A US military convoy south of Kirkuk,217.0,United States,,,,,,,,,,,,,,,,,Unknown,,,,,,Unknown,0.0,,,,0.0,0.0,,,,,,,,,,6,Explosives/Bombs/Dynamite,15.0,Vehicle,,,,,,,,,,,,,A suicide bomber detonated the bomb from inside a car.,1.0,,1.0,,,0.0,1,4.0,Unknown,-99.0,Military vehicles were damaged in this attack.,0.0,,,,,,,,,,,,,,,,,"""Car Bomb Targets US Military Column; Gunmen Kill Iraqi Policeman in Kirkuk,” British Broadcasting Corporation, January 2, 2005.","Car-Bomb Targets US Military Column, Gunmen Kill Policeman in Kirkuk,” Agence France Presse, January 2, 2005.",,CETIS,-9,-9,1,1,
3562,27700,200501020004,2005,1,2,,0,,95,Iraq,10,Middle East & North Africa,Saladin,Tikrit,34.604447,43.685789,1.0,0,,"01/02/2005: Two Iraqi voter registration centers came under mortar attacks in Iraq’s Tikrit Governorate. Mortars were fired at the Al-Hadarah school which housed a voter registration center in the first of the two attacks. The mortars caused damage to the school, but no injuries. No group claimed responsibility for the bombing.",1,1,1,0,,,1,1,0,3,Bombing/Explosion,,,,,2,Government (General),19.0,Election-related,Iraqi Voter Registration Center,An Iraqi voter registration center in Tikrit,95.0,Iraq,8.0,Educational Institution,49.0,School/University/Educational Building,Al-Hadarah School,Al-Hadarah School in Tikrit,95.0,Iraq,,,,,,,,,Unknown,,,,,,Unknown,0.0,,,,0.0,0.0,,,,,,,,,,6,Explosives/Bombs/Dynamite,11.0,"Projectile (rockets, mortars, RPGs, etc.)",,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,Minor (likely < $1 million),-99.0,,0.0,,,,,,,,,,,,,,,,,"""Two Voter Registration Center in Tikrit Come Under Mortar Attack 2 January,” Al-Sharqiyah Television, January 2, 2005.",,,CETIS,-9,-9,0,-9,200501020005
3563,27701,200501020005,2005,1,2,,0,,95,Iraq,10,Middle East & North Africa,Saladin,Tikrit,34.604447,43.685789,1.0,0,,"01/02/2005: Two Iraqi voter registration centers came under mortar attacks in Iraq’s Tikrit Governorate. Mortars were fired at the Al-Maqasid school which housed a voter registration center in the second of the two attacks. The mortars caused damage to the school, but no injuries. No group claimed responsibility for the bombing.",1,1,1,0,,,1,1,0,3,Bombing/Explosion,,,,,2,Government (General),19.0,Election-related,Iraqi Voter Registration Center,An Iraqi voter registration center in Tikrit,95.0,Iraq,8.0,Educational Institution,49.0,School/University/Educational Building,Al-Maqasid School,Al-Maqasid School in Tikrit,95.0,Iraq,,,,,,,,,Unknown,,,,,,Unknown,0.0,,,,0.0,0.0,,,,,,,,,,6,Explosives/Bombs/Dynamite,11.0,"Projectile (rockets, mortars, RPGs, etc.)",,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,Minor (likely < $1 million),-99.0,,0.0,,,,,,,,,,,,,,,,,"""Two Voter Registration Center in Tikrit Come Under Mortar Attack 2 January,” Al-Sharqiyah Television, January 2, 2005.",,,CETIS,-9,-9,0,-9,200501020004
3564,27702,200501020006,2005,1,2,,0,,95,Iraq,10,Middle East & North Africa,Saladin,Balad,34.016389000000004,44.14527800000001,1.0,0,,"01/02/2005: 26 people were killed and 6 others injured, including eighteen members of Iraq’s National Guard, when two suicide bombers detonated a 4x4 vehicle packed with explosives alongside a bus in Balad, north of Baghdad, Iraq. The event was thought to be an insurgent response to the upcoming general elections; but no group claimed responsibility for the attack.",1,1,1,1,1.0,Insurgency/Guerilla Action,0,1,0,3,Bombing/Explosion,,,,,4,Military,35.0,Military Transportation/Vehicle (excluding convoys),Iraqi National Guard,Iraqi National Guardsmen in a bus in Balad,95.0,Iraq,,,,,,,,,,,,,,,,,Unknown,,,,,,Unknown,0.0,,,,0.0,0.0,,,,,,,,,,6,Explosives/Bombs/Dynamite,15.0,Vehicle,,,,,,,,,,,,,Two suicide bombers detonated a 4x4 vehicle packed with explosives.,28.0,0.0,2.0,6.0,0.0,0.0,1,3.0,Minor (likely < $1 million),-99.0,,0.0,,,,,,,,,,,,,,,,,"Michael Howard, “Twenty-Six Killed in Iraqi Suicide Blast,” The Guardian, January 3, 2005.","Jim Muir, “Two Suicide Bombers Kill Twenty Iraqis,” The Daily Telegraph, January 3, 2005.","""Twenty-five Iraqi National Guard Personnel Killed in Balad Car Bombing,” Al-Jazirah Satellite Television, January 2, 2005.",CETIS,-9,-9,0,-9,
3565,27706,200501020011,2005,1,2,,0,,95,Iraq,10,Middle East & North Africa,Babil,Jabella,32.468191,44.550194,4.0,0,,"01/02/2005: The police chief in Jebala, Iraq, was killed when gunmen stormed his home. No further information was available.",1,1,1,0,,,0,1,0,1,Assassination,,,,,3,Police,25.0,Police Security Forces/Officers,Iraqi Police Service (IPS),Colonel Abdel Kareem Riyadh,95.0,Iraq,,,,,,,,,,,,,,,,,Unknown,,,,,,To intimidate Iraqis collaborating with US-led forces.,0.0,,,,,0.0,,,,,,,,,,5,Firearms,5.0,Unknown Gun Type,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,-9,,,,,0.0,,,,,,,,,,,,,,,,,"Colin McMahon, ""Bomb attack 'first of many,'"" The Daily Telegraph, January 4, 2005.","Liam Christopher, ""33 killed in Iraq attacks; National guardsmen die in bombing"". News, Daily Post, January 3, 2005.","""US increases security for elections,"" Irish News, January 3, 2005.",CETIS,-9,-9,0,-9,
3566,27707,200501020012,2005,1,2,,0,,95,Iraq,10,Middle East & North Africa,Basra,Basra,30.5,47.816667,1.0,0,,"01/02/2005: A police officer was assassinated in Basra, Iraq. No further information was reported on the attack.",1,1,1,0,,,0,1,0,1,Assassination,,,,,3,Police,25.0,Police Security Forces/Officers,Iraqi Police Service (IPS),Police officer in Basra,95.0,Iraq,,,,,,,,,,,,,,,,,Unknown,,,,,,,0.0,,,,,0.0,,,,,,,,,,5,Firearms,5.0,Unknown Gun Type,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,-9,,,,,0.0,,,,,,,,,,,,,,,,,"Liam Christopher, ""33 killed in Iraq attacks; national guardsmen die in bombing,"" The Liverpool Daily Post, January 3, 2005.","Nick Wadhams, ""Suicide bombing kills 18 Iraqi National Guardsmen as Shiite leaders urge Sunnis to join future government,"" The Associated Press, January 2, 2005.",,CETIS,-9,-9,0,-9,
3567,27708,200501020013,2005,1,2,,0,,95,Iraq,10,Middle East & North Africa,Baghdad,Baghdad,33.3,44.4,1.0,0,,"01/02/2005: A police officer was assassinated in Baghdad, Iraq. No further details were provided.",0,1,1,1,2.0,Other Crime Type,0,1,0,1,Assassination,,,,,3,Police,25.0,Police Security Forces/Officers,Iraqi Police Service (IPS),Police officer in Baghdad,95.0,Iraq,,,,,,,,,,,,,,,,,Unknown,,,,,,,0.0,,,,,0.0,,,,,,,,,,5,Firearms,5.0,Unknown Gun Type,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,-9,,,,,0.0,,,,,,,,,,,,,,,,,"“Iraqi press highlights 3 Jan 05,” British Broadcasting Corporation, January 3, 2005.",,,CETIS,-9,-9,0,-9,
3568,27709,200501020014,2005,1,2,,0,,95,Iraq,10,Middle East & North Africa,Baghdad,Baghdad,33.3,44.4,1.0,0,,"01/02/2005: A Shiite cleric was killed in Baghdad, Iraq. No further details were offered.",1,1,1,0,,,0,1,0,1,Assassination,,,,,15,Religious Figures/Institutions,85.0,Religious Figure,Islam,Shiite cleric in Baghdad,95.0,Iraq,,,,,,,,,,,,,,,,,Unknown,,,,,,,0.0,,,,,0.0,,,,,,,,,,5,Firearms,5.0,Unknown Gun Type,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0,,,,,0.0,,,,,,,,,,,,,,,,,"Dusan Stojanovic, “Security forces focus of attacks; Street executions,” The Advertiser, January 3, 2005.","“19 Iraqi guardsmen killed by car bomb,” The Liverpool Daily Post, January 3, 2005.","“Car bomb kills 19 Iraqis north of Baghdad as officer, Shiite cleric killed in separate incidents,” Al-Bawaba, January 2, 2005.",CETIS,-9,-9,0,-9,
3569,27710,200501020015,2005,1,2,,0,,95,Iraq,10,Middle East & North Africa,Baghdad,Baghdad,33.3,44.4,1.0,0,,"01/02/2005: Unidentified gunmen attacked and killed an Interior Ministry officer in al-Amil neighborhood in Baghdad, Iraq. Karim Isma'il was killed in front of his home when the gunmen opened fire at him.",1,1,1,1,1.0,Insurgency/Guerilla Action,0,1,0,1,Assassination,,,,,2,Government (General),18.0,"Government Personnel (excluding police, military)",Interior Ministry officer,Karim Isma'il,95.0,Iraq,,,,,,,,,,,,,,,,,Unknown,,,,,,,0.0,,,,,0.0,,,,,,,,,,5,Firearms,5.0,Unknown Gun Type,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,-9,,,,,0.0,,,,,,,,,,,,,,,,,"“Casualties in attack on Iraqi patrol; police officer killed in Baghdad,” BBC Monitoring Middle East, January 2, 2005.",,,CETIS,-9,-9,0,-9,
3570,27711,200501020016,2005,1,2,,0,,95,Iraq,10,Middle East & North Africa,Qadisiyah,Diwaniyah,31.988807,44.924958,1.0,0,,"01/02/2005: An Iraqi police officer was wounded when gunmen attacked him in an assassination attempt in al-Diwaniyah, Iraq.",1,1,1,0,,,0,0,0,1,Assassination,,,,,3,Police,25.0,Police Security Forces/Officers,Iraqi Police Service (IPS),Iraqi police officer,95.0,Iraq,,,,,,,,,,,,,,,,,Unknown,,,,,,,0.0,,,,,0.0,,,,,,,,,,5,Firearms,5.0,Unknown Gun Type,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0,,,,,0.0,,,,,,,,,,,,,,,,,"“Failed assassination attempt on police officer in Al-Diwaniyah.”Iraqi News, January 2, 2005.",,,CETIS,-9,-9,0,-9,
3571,27713,200501020018,2005,1,2,,0,,95,Iraq,10,Middle East & North Africa,Saladin,Samarra,34.192537,43.886423,1.0,0,,"01/02/2005: Four policemen were ambushed while on patrol in Samarra, Iraq. All four were killed in the attack.",1,1,1,0,,,0,1,0,1,Assassination,,,,,3,Police,25.0,Police Security Forces/Officers,Iraqi Police Service (IPS),Four police officers on patrol in Samarra.,95.0,Iraq,,,,,,,,,,,,,,,,,Unknown,,,,,,,0.0,,,,,0.0,,,,,,,,,,13,Unknown,,,,,,,,,,,,,,,,4.0,0.0,0.0,0.0,0.0,0.0,0,,,,,0.0,,,,,,,,,,,,,,,,,"Colin McMahon, “Bomb attack ‘first of many,’” The Daily Telegraph, January 4, 2005.","2. Liam Christopher, “33 killed in Iraq attacks; National Guardsman die in bombing;  News,” Daily Post, January 3, 2005.",,CETIS,-9,-9,0,-9,
3573,27724,200501030005,2005,1,3,,0,,95,Iraq,10,Middle East & North Africa,Diyala,Baqubah,33.75,44.633333,1.0,1,On a road near the town of Baquba north of Baghdad,"01/03/2005: Suspected Iraqi insurgents killed a Turkish truck driver in an ambush attack that took place near the town of Baquba, Iraq. No group claimed responsibility for the murder.",1,1,1,0,,,0,1,0,9,Unknown,,,,,14,Private Citizens & Property,73.0,Vehicles/Transportation,Civilan(s),A Turkish truck driver working near Baquba,209.0,Turkey,,,,,,,,,,,,,,,,,Other,,,,,,Unknown,0.0,,,,0.0,0.0,,,,,,,,,,13,Unknown,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,-9,4.0,Unknown,-99.0,,0.0,,,,,,,,,,,,,,,,The victim was a contract worker for coalition forces operating in Iraq.,"""Turkish Driver Killed North of Baghdad,” NTV Online, January 4, 2005.",,,CETIS,-9,-9,1,1,
3574,27725,200501030006,2005,1,3,,0,,95,Iraq,10,Middle East & North Africa,Unknown,Unknown,,,5.0,0,,01/03/2005: Unknown perpetrators detonated a roadside bomb that killed three members of Iraq’s National Guard. No group claimed responsibility for the bombing.,1,1,1,1,1.0,Insurgency/Guerilla Action,0,1,0,3,Bombing/Explosion,,,,,4,Military,33.0,Army,Iraqi National Guard,Members of Iraq's National Guard,95.0,Iraq,,,,,,,,,,,,,,,,,Unknown,,,,,,Unknown,0.0,,,,0.0,0.0,,,,,,,,,,6,Explosives/Bombs/Dynamite,16.0,Unknown Explosive Type,,,,,,,,,,,,,A roadside bomb was used in the attack.,3.0,0.0,0.0,0.0,0.0,0.0,-9,4.0,Unknown,-99.0,,0.0,,,,,,,,,,,,,,,,,"""Turkish Driver Killed North of Baghdad,” NTV Online, January 4, 2005.",,,CETIS,-9,-9,0,-9,
3575,27726,200501030007,2005,1,3,,0,,95,Iraq,10,Middle East & North Africa,Baghdad,Baghdad,33.308144,44.39391,1.0,0,,"01/03/2005: A suicide bomber rammed his vehicle into a checkpoint near the Baghdad offices of Iraqi Prime Minister Iyad Allawi’s National Accord Party, killing four people and wounding 24 others. The bomb exploded at Green Zone checkpoint 12 after ramming a sports utility vehicle belonging to a Kroll employee. Ansar al-Sunna, an Al-Qa`ida linked organization, claimed responsibility for the bombing via the internet.",1,1,1,0,,,0,1,1,3,Bombing/Explosion,,,,,3,Police,24.0,Police Checkpoint,Iraqi Police Service (IPS),Checkpoints,95.0,Iraq,,,,,,,,,,,,,,,,,Ansar al-Sunna,,Al-Qa`ida,,,,To strike at those individuals working with and protecting Iraq's Prime Minister Iyad Allawi,0.0,0.0,,,0.0,1.0,7.0,"Posted to website, blog, etc.",0.0,,,,,,-9.0,6,Explosives/Bombs/Dynamite,15.0,Vehicle,6.0,Explosives/Bombs/Dynamite,13.0,Suicide (carried bodily by human being),,,,,,,,,A suicide car bomber perpetrated the attack.,5.0,,1.0,24.0,,0.0,1,2.0,Major (likely > $1 million but < $1 billion),-99.0,,0.0,,,,,,,,,,,,,,,,,"""Suicide Car Bombing Near Party Offices of Iraqi PM Kills Four,” Agence France Presse, January 3, 2005.",,,CETIS,0,1,0,1,
